@RELATION characters
@ATTRIBUTE name  STRING
@ATTRIBUTE culture  {"ironborn" , "northmen" , "freefolk" , "braavosi" , "valyrian" , "ghiscari" , "dothraki" , "dornish" , "westeros" , "mountainclans" , "tyroshi" , "qaren" , "ironmen"}
@ATTRIBUTE allegiance  {"Allyrion","Ambrose","Arryn","Ashford","Baelish","Ball","Banefort","Bar","Baratheon","Beesbury","Belmore","Bettley","Blackbar","Blackberry","Blackfyre","Blackmont","Blacktyde","Blackwood","Blanetree","Blount","Boggs","Bolling","Bolton","Borrell","Botley","Bracken","Brax","Broom","Brune","Buckler","Bulwer","Bushy","Butterwell","Byrch","Bywater","Cafferen","Caron","Cassel","Caswell","Celtigar","Cerwyn","Charlton","Chelsted","Chester","Chyttering","Clegane","Clifton","Cockshaw","Codd","Coldwater","Cole","Condon","Conklyn","Connington","Corbray","Costayne","Cox","Crabb","Crakehall","Crane","Cupps","Cuy","Dalt","Darklyn","Darry","Dayne","Deddings","Dondarrion","Drinkwater","Drumm","Dustin","Egen","Erenford","Errol","Estermont","Estren","Farman","Farring","Farwynd","Fell","Flint","Florent","Foote","Fossoway","Fowler","Frey","Gargalen","Gaunt","Glover","Goodbrook","Goodbrother","Gower","Graceford","Grafton","Grandison","Greenfield","Grell","Greyjoy","Grimm","Haigh","Harclay","Hardy","Hardyng","Harlaw","Hasty","Hawick","Hayford","Hetherspoon","Hewett","Hightower","Hoare","Hogg","Hollard","Hornwood","Horpe","Humble","Hunt","Hunter","Inchfield","Ironmaker","Jast","Jordayne","Karstark","Kenning","Kettleblack","Lannister","Lefford","Leygood","Liddle","Locke","Longthorpe","Lonmouth","Lorch","Lothston","Lychester","Lydden","Lynderly","Mallery","Mallister","Manderly","Manwoody","Marbrand","Martell","Massey","Meadows","Merlyn","Merryweather","Mertyns","Mollen","Moore","Mooton","Moreland","Mormont","Morrigen","Mudd","Mullendore","Myre","Nayland","Norcross","Norrey","Norridge","Nymeros","Oakheart","Osgrey","Paege","Payne","Peake","Peckledon","Penrose","Piper","Plumm","Poole","Potter","Prester","Qorgyle","Rambton","Redbeard","Redfort","Redwyne","Reed","Reyne","Rhysling","Risley","Roote","Rosby","Rowan","Royce","Ruttiger","Ryger","Rykker","Ryswell","Santagar","Sarsfield","Sawyer","Seaworth","Selmy","Serry","Sharp","Shepherd","Shett","Slynt","Smallwood","Sparr","Spicer","Stackspear","Staedmon","Stark","Staunton","Stokeworth","Stonehouse","Stonetree","Stout","Strickland","Strong","Sunderland","Sunglass","Swann","Swyft","Tallhart","Targaryen","Tarly","Tarth","Tawney","Templeton","Thorne","Toland","Tollett","Toyne","Trant","Tully","Turnberry","Tyrell","Uffering","Uller","Umber","Vaith","Vance","Varner","Velaryon","Vikary","Volmark","Vypren","Vyrwel","Wagstaff","Wayn","Waynwood","Weaver","Webber","Wells","Wellsofthe","Westerling","Whent","Willum","Wode","Woods","Woolfield","Wull","Wylde","Wynch","Wythers","Yew","Yronwood"}
@ATTRIBUTE born  NUMERIC
@ATTRIBUTE title  {"Iron King" , "King in the North" , "Hand of the King" , "King" , "Princess" , "Prince" , "Lord Commander" , "Queen" , "Lady" , "Knight" , "Commander" , "Captain" , "Grand Maester" , "Archmaester" , "Maester" , "Master" , "Admiral" , "Lord" , "Sword" , "Steward" , "Cupbearer" , "Septa" , "Septon" , "Wisdom" , "Shield" , "Khal" , "Bloodrider" , "Castellan" , "Ser"}
<<<<<<< HEAD
@ATTRIBUTE isAlive {'dead','alive'}
@DATA
"Lyonel Baratheon",?,Baratheon,?,"Ser",0,0,0,0,0,"alive"
"Lyonel Bentley",?,?,?,"Ser",0,0,0,0,0,"dead"
"Lyonel Corbray",?,Corbray,760,"Lord",0,0,0,1,1,"alive"
"Lyonel Frey",?,Frey,759,"Ser",0,1,1,1,1,"alive"
"Lyonel Selmy",?,Selmy,?,"Knight",0,0,1,0,0,"alive"
"Lyonel Strong",?,Strong,?,"Hand of the King",0,0,0,0,0,"dead"
"Lyonel Tyrell (lord)",?,Tyrell,?,"Lord",0,0,0,0,0,"dead"
"Lyonel Tyrell (son of Leo)",?,Tyrell,?,?,0,0,1,1,0,"alive"
"Lyra Mormont","northmen",Mormont,777,?,0,0,0,1,1,"alive"
"Lys",?,?,?,?,0,0,0,0,0,"alive"
"Lysa Meadows",?,Meadows,?,?,0,0,1,1,0,"alive"
"Lysa Tully",?,Arryn,766,"Lady",1,1,1,1,1,"dead"
"Lysono Maar",?,?,?,?,0,0,0,0,1,"alive"
"Lythene Frey",?,Frey,751,?,0,1,1,1,1,"alive"
"Mace Tyrell",?,Tyrell,756,"Hand of the King",1,1,1,1,1,"alive"
"Mad Huntsman",?,?,?,?,0,0,1,1,0,"alive"
"Maddy",?,Arryn,?,?,0,0,0,1,1,"alive"
"Maege Mormont","northmen",Mormont,739,"Lady",1,1,1,1,1,"alive"
"Maegelle Frey",?,Frey,749,?,0,1,1,1,0,"alive"
"Maegor I Targaryen",?,?,512,"Hand of the King",0,0,0,0,0,"dead"
"Maekar I",?,?,?,?,0,0,0,0,0,"alive"
"Maekar Targaryen",?,?,?,?,0,0,0,0,0,"alive"
"Maelor Targaryen",?,Targaryen,627,"Prince",0,0,0,0,0,"dead"
"Maelys Blackfyre",?,?,?,?,0,0,0,0,0,"alive"
"Maerie (Goodwife)",?,?,?,?,0,0,1,0,0,"dead"
"Maerie (Whore)",?,?,?,?,0,0,1,0,0,"dead"
"Mag Mar Tun Doh Weg",?,?,?,?,0,0,1,1,1,"dead"
"Maggy",?,?,?,?,0,0,1,1,0,"alive"
"Mago","dothraki",?,?,"Khal",1,0,1,1,1,"alive"
"Malcolm",?,?,?,"Ser",0,1,0,0,0,"alive"
"Mallador Locke",?,?,?,"Ser",0,1,1,0,0,"dead"
"Malleon",?,?,?,"Grand Maester",1,0,0,0,0,"alive"
"Malliard",?,?,?,"Wisdom",0,1,0,0,0,"alive"
"Mallor",?,Lannister,?,?,1,0,0,0,0,"alive"
"Mallor (Knight)",?,?,?,"Ser",0,0,0,0,0,"alive"
"Malwyn Frey",?,Frey,784,?,0,1,1,1,0,"alive"
"Mandon Moore",?,Moore,?,"Ser",1,1,1,0,0,"dead"
"Manfred Dondarrion",?,Dondarrion,?,"Ser",0,0,0,0,0,"alive"
"Manfred Lothston",?,Lothston,?,?,0,0,0,0,0,"alive"
"Manfred Swann",?,Swann,?,"Ser",0,0,1,0,0,"alive"
"Manfrey Martell","dornish",Martell,?,"Castellan",0,0,0,1,1,"alive"
"Manfryd Lothston",?,Lothston,?,?,0,0,0,1,0,"alive"
"Manfryd Yew",?,Yew,?,"Ser",0,0,0,1,1,"alive"
"Marei",?,?,780,?,0,1,1,1,1,"alive"
"Margaery Tyrell","westeros",Tyrell,783,"King",1,1,1,1,1,"alive"
"Marghaz zo Loraq","ghiscari",?,?,?,0,0,0,0,1,"alive"
"Margot Lannister",?,Lannister,?,?,0,0,1,1,1,"alive"
"Marianne Vance",?,Vance,762,?,0,1,1,1,0,"alive"
"Maric Seaworth",?,Seaworth,?,?,0,1,1,1,1,"dead"
"Marillion",?,?,779,?,1,1,1,1,0,"dead"
"Maris","freefolk",?,?,?,0,0,0,0,1,"alive"
"Marissa Frey",?,Frey,786,?,0,1,1,1,0,"alive"
"Mariya Darry","westeros",Darry,?,?,0,1,1,1,0,"alive"
"Mark Mullendore",?,Mullendore,?,"Ser",0,1,1,1,1,"alive"
"Mark Ryswell",?,Ryswell,?,"Ser",1,0,0,0,0,"dead"
"Marlon Manderly",?,Manderly,?,"Commander",0,0,0,1,1,"alive"
"Maron Botley",?,Botley,?,?,0,1,1,0,0,"alive"
"Maron Greyjoy","ironborn",Greyjoy,775,?,1,1,1,1,1,"dead"
"Maron Martell",?,Martell,?,"Prince",0,0,0,1,1,"alive"
"Maron Volmark","ironborn",Volmark,783,"Lord",0,0,1,1,1,"alive"
"Marq Grafton",?,Grafton,?,?,0,0,0,1,0,"dead"
"Marq Piper",?,Piper,?,"Ser",1,1,1,1,1,"alive"
"Marq Rankenfell",?,?,?,"Lord Commander",0,0,1,0,0,"alive"
"Marsella Waynwood",?,Waynwood,?,?,0,1,1,1,0,"alive"
"Martyn Cassel","northmen",Cassel,?,?,1,1,0,0,0,"dead"
"Martyn Lannister",?,Lannister,?,?,0,1,1,1,1,"alive"
"Martyn Mullendore",?,Mullendore,?,"Lord",0,0,0,1,0,"alive"
"Martyn Rivers",?,Frey,?,?,1,1,1,1,1,"alive"
"Marwyn",?,?,?,"Archmaester",1,0,1,1,0,"alive"
"Marwyn Belmore",?,Belmore,?,"Ser",0,1,1,1,0,"alive"
"Marya Seaworth",?,Seaworth,?,"Lady",0,1,1,1,1,"alive"
"Masha Heddle",?,?,?,?,1,1,0,0,0,"dead"
"Maslyn",?,?,?,?,0,0,1,0,0,"dead"
"Matarys Targaryen",?,Targaryen,684,"Prince",0,0,0,0,0,"dead"
"Mathis Frey",?,Frey,794,?,0,1,1,1,0,"alive"
"Mathis Rowan",?,Rowan,?,"Lord",1,1,1,1,1,"alive"
"Mathos Mallarawan","qaren",?,?,?,0,1,0,0,0,"alive"
"Matrice",?,Baratheon,?,?,0,1,0,0,0,"alive"
"Matt",?,?,?,?,0,0,1,0,0,"dead"
"Matthar",?,?,?,?,1,1,1,1,1,"alive"
"Matthos Seaworth",?,Seaworth,?,?,0,1,1,1,1,"dead"
"Mawney",?,?,?,?,0,0,1,1,1,"dead"
"Maynard",?,?,?,"Ser",0,0,1,1,0,"alive"
"Maynard Plumm",?,Plumm,?,"Ser",0,0,0,0,0,"alive"
"Mazdhan zo Loraq","ghiscari",?,?,?,0,0,0,0,1,"alive"
"Mebble",?,?,?,?,0,1,0,0,0,"alive"
"Medgar Tully",?,Tully,?,"Lord",0,0,0,0,0,"dead"
"Medger Cerwyn","northmen",Cerwyn,?,"Lord",1,1,0,0,0,"dead"
"Medwick Tyrell",?,?,?,"Maester",0,0,1,1,0,"alive"
"Meera Reed",?,Reed,783,?,0,1,1,1,1,"alive"
"Meg",?,?,?,?,0,0,0,1,0,"alive"
"Megga Tyrell",?,Tyrell,786,?,0,0,1,1,1,"alive"
"Meha","freefolk",?,?,?,0,0,0,0,1,"alive"
"Meizo Mahr",?,?,?,?,0,0,1,0,0,"alive"
"Mela",?,Arryn,?,?,0,0,0,1,1,"alive"
"Melaquin",?,?,?,"Maester",0,0,0,0,0,"alive"
"Melara Crane",?,Crane,?,?,0,1,1,1,0,"alive"
"Melara Hetherspoon",?,Hetherspoon,764,?,0,0,0,1,1,"dead"
"Meldred Merlyn","ironborn",Merlyn,?,"Lord",0,1,1,1,1,"alive"
"Melesa Crakehall",?,Crakehall,?,?,0,1,1,1,0,"alive"
"Melessa Florent",?,Florent,?,?,0,1,1,1,0,"alive"
"Meliana",?,?,?,?,0,0,1,0,0,"alive"
"Melicent",?,?,?,"Septa",0,0,0,1,0,"alive"
"Melisandre",?,?,?,?,0,1,1,1,1,"alive"
"Melissa Blackwood",?,Blackwood,656,?,0,0,0,0,1,"alive"
"Mellara Rivers",?,Frey,?,?,0,1,1,1,1,"alive"
"Mellei",?,Martell,?,?,0,0,0,1,0,"alive"
"Mellos",?,?,?,"Grand Maester",0,0,0,0,0,"alive"
"Melly",?,?,?,?,0,0,1,0,0,"alive"
"Melwyn Sarsfield",?,Sarsfield,?,"Ser",0,0,1,1,0,"alive"
"Melwys Rivers",?,?,?,"Maester",0,1,1,1,1,"alive"
"Meralyn","braavosi",?,?,?,0,0,0,1,0,"alive"
"Meredyth Crane",?,Crane,?,?,0,0,1,1,1,"alive"
"Merianne Frey",?,Frey,788,?,0,1,1,1,0,"alive"
"Meribald",?,?,747,"Septon",0,0,0,1,0,"alive"
"Merling Queen","braavosi",?,?,?,0,0,0,1,1,"alive"
"Merlon Crakehall",?,Crakehall,?,"Ser",0,0,1,1,0,"alive"
"Mern Gardener",?,?,?,?,0,0,0,0,0,"alive"
"Mero","braavosi",?,?,?,0,0,1,0,1,"dead"
"Merrell Florent",?,Florent,?,?,0,1,1,1,0,"alive"
"Merrett Frey",?,Frey,762,?,1,1,1,1,1,"dead"
"Merrit",?,?,?,?,0,0,1,1,0,"alive"
"Merry Meg",?,?,?,?,0,0,0,0,0,"alive"
"Meryn Trant",?,Trant,?,"Ser",1,1,1,1,1,"alive"
"Mezzara","ghiscari",?,?,"Cupbearer",0,0,0,0,1,"alive"
"Michael Mertyns",?,Mertyns,?,"Ser",0,0,0,1,0,"alive"
"Mikken",?,Stark,?,?,1,1,1,1,1,"dead"
"Miklaz","ghiscari",?,?,"Cupbearer",0,0,0,0,1,"alive"
"Mina Tyrell",?,Tyrell,?,?,1,1,1,1,1,"alive"
"Minisa Whent",?,Whent,?,?,1,1,1,0,0,"dead"
"Mirri Maz Duur",?,?,757,?,1,1,1,1,1,"dead"
"Missandei",?,Targaryen,788,?,0,0,1,1,1,"alive"
"Moelle",?,?,?,"Septa",0,0,0,1,1,"alive"
"Mohor",?,Bracken,?,?,1,0,0,0,0,"dead"
"Mollander",?,?,?,?,0,0,0,1,0,"alive"
"Mollos",?,?,?,"Archmaester",0,0,0,1,0,"alive"
"Monford Velaryon",?,Velaryon,?,"Master",0,1,1,0,0,"dead"
"Monster","freefolk",?,799,?,0,0,1,1,1,"alive"
"Monterys Velaryon",?,Velaryon,793,"Master",0,0,1,1,0,"alive"
"Moon Boy",?,Baratheon,?,?,1,1,1,1,1,"alive"
"Moonshadow",?,?,?,?,0,0,0,1,0,"alive"
"Moqorro",?,?,?,?,0,0,0,0,1,"alive"
"Mord",?,Arryn,?,?,1,1,1,1,1,"alive"
"Mordane",?,Stark,?,"Septa",1,1,1,0,0,"dead"
"Moredo Prestayn","braavosi",?,?,"Captain",0,0,0,1,0,"alive"
"Moreo Tumitis",?,?,768,?,1,0,0,0,0,"alive"
"Morgarth",?,Baelish,?,"Ser",0,0,0,1,1,"alive"
"Morgil",?,?,?,?,0,0,0,0,0,"alive"
"Moribald Chester",?,Chester,?,"Lord",0,0,0,1,1,"alive"
"Morna White Mask","freefolk",?,?,?,0,0,0,0,1,"alive"
"Moro","dothraki",?,?,"Khal",1,0,0,1,0,"alive"
"Morosh the Myrman",?,?,?,?,0,0,0,0,0,"alive"
"Morra",?,Martell,?,?,0,0,0,1,0,"alive"
"Morrec",?,Lannister,?,?,1,0,0,0,0,"dead"
"Morros Slynt",?,Slynt,?,"Lord",0,1,1,0,0,"alive"
"Mors Manwoody",?,Manwoody,?,?,0,0,1,1,0,"alive"
"Mors Martell",?,Martell,?,"Prince",1,0,0,1,0,"alive"
"Mors Martell (brother of Doran)",?,Martell,748,?,0,0,0,1,0,"dead"
"Mors Umber",?,Umber,735,"Castellan",0,1,1,1,1,"alive"
"Mortimer Boggs",?,Boggs,?,"Ser",0,0,0,0,0,"alive"
"Morton Waynwood",?,Waynwood,?,"Ser",1,1,1,1,1,"alive"
"Morya Frey",?,Frey,768,"Lady",0,1,1,1,1,"alive"
"Moryn Tyrell",?,Tyrell,?,"Lord Commander",1,1,1,1,1,"alive"
"Most Devout",?,?,?,?,0,0,0,0,0,"alive"
"Mother Mole","freefolk",?,?,?,0,0,0,0,1,"alive"
"Mudge",?,Osgrey,?,?,0,0,0,0,0,"alive"
"Mudge (miller)",?,?,?,?,0,0,1,0,0,"dead"
"Mullin",?,?,?,"Maester",0,1,1,1,1,"alive"
"Mully",?,?,?,?,0,0,1,1,1,"alive"
"Munciter",?,?,?,"Wisdom",0,1,0,0,0,"alive"
"Munda","freefolk",?,?,?,0,0,1,1,1,"alive"
"Murch",?,?,?,?,0,1,0,0,0,"alive"
"Murch (Winterfell)","northmen",Stark,?,?,0,1,0,0,0,"alive"
"Murenmure",?,?,?,"Maester",0,0,0,1,0,"alive"
"Murmison",?,?,?,"Hand of the King",0,0,1,0,0,"dead"
"Mushroom",?,Targaryen,?,?,0,0,0,0,0,"dead"
"Muttering Bill",?,?,?,?,0,0,1,1,1,"dead"
"Mya Stone",?,Royce,779,?,1,1,1,1,1,"alive"
"Mycah","westeros",?,785,?,1,1,1,0,0,"dead"
"Mychel Redfort",?,Redfort,?,"Ser",1,1,1,1,1,"alive"
"Mylenda Caron",?,Caron,758,?,0,1,1,1,0,"alive"
"Myles",?,Martell,?,"Maester",0,0,0,1,1,"alive"
"Myles (squire)",?,?,?,?,0,1,0,0,0,"dead"
"Myles Manwoody",?,Manwoody,?,"Ser",0,0,1,1,0,"alive"
"Myles Mooton",?,Mooton,?,"Ser",0,0,1,1,0,"dead"
"Myles Smallwood",?,Smallwood,?,"Hand of the King",0,0,1,0,0,"alive"
"Myranda Royce",?,Royce,779,?,0,1,1,1,1,"alive"
"Myrcella Baratheon",?,Baratheon,790,"Princess",1,1,1,1,1,"alive"
"Myria Jordayne",?,Jordayne,?,?,0,0,1,1,1,"alive"
"Myriah Martell",?,?,?,?,0,0,0,0,0,"alive"
"Myrielle Lannister",?,Lannister,?,?,1,1,1,1,1,"alive"
"Myrtle","freefolk",?,?,?,0,0,0,0,1,"dead"
"Mysaria",?,?,?,?,0,0,0,0,0,"alive"
"Naerys Targaryen","valyrian",Targaryen,638,"Princess",1,0,0,0,0,"dead"
"Nage",?,Bolton,?,?,0,0,1,0,0,"alive"
"Nail",?,?,?,?,0,0,0,0,1,"alive"
"Nan",?,Stark,?,?,1,1,1,1,1,"alive"
"Narbert",?,?,?,?,0,0,0,1,0,"alive"
"Narbo","braavosi",?,?,?,0,0,0,1,0,"alive"
"Ned (ferryman)",?,?,?,?,0,0,0,0,0,"alive"
"Ned Woods",?,Woods,?,?,0,0,0,0,1,"alive"
"Nella","freefolk",?,?,?,0,1,1,1,0,"alive"
"Nestor Royce",?,Royce,?,"Steward",1,1,1,1,1,"alive"
"Nettles",?,?,613,?,0,0,0,0,0,"alive"
"Nightingale",?,?,?,?,0,0,0,1,0,"alive"
"Nissa Nissa",?,?,?,?,0,1,0,0,0,"alive"
"Noho Dimittis","braavosi",?,?,?,0,0,0,1,1,"alive"
"Nolla",?,?,?,?,0,0,1,0,0,"dead"
"Norbert Vance",?,Vance,?,"Lord",0,0,1,1,1,"alive"
"Norjen","ironmen",?,?,?,0,0,0,1,0,"alive"
"Normund Tyrell",?,?,?,"Maester",0,0,1,1,0,"alive"
"Norne Goodbrother","ironborn",Goodbrother,?,"Lord",0,1,1,1,1,"alive"
"Norren",?,?,?,"Archmaester",0,0,0,1,0,"alive"
"Notch",?,?,?,?,0,0,1,1,0,"alive"
"Nute","ironborn",Greyjoy,?,"Lord",0,0,0,1,1,"alive"
"Nymella Toland","dornish",Toland,?,"Lady",0,0,1,1,1,"alive"
"Nymeria",?,Martell,?,"Princess",1,1,0,1,1,"alive"
"Nymeria Sand","dornish",Martell,774,?,0,0,1,1,1,"alive"
"Nymos",?,?,?,"Archmaester",0,0,0,1,0,"alive"
"Nysterica",?,?,?,"Septa",0,0,1,1,1,"alive"
"Obara Sand","dornish",Martell,771,?,0,0,1,1,1,"alive"
"Obella Sand","dornish",Martell,787,?,0,0,1,1,1,"alive"
"Oberyn Martell","dornish",Martell,757,"Prince",1,1,1,1,1,"dead"
"Ocley",?,?,?,"Archmaester",0,0,0,1,0,"alive"
"Ogo","dothraki",?,?,"Khal",1,0,0,0,0,"dead"
"Old Crackbones",?,?,?,?,0,0,0,1,0,"alive"
"Old Grey Gull","ironborn",?,?,?,0,0,0,1,1,"alive"
"Old Henly",?,?,720,?,0,0,1,0,0,"dead"
"Old Tattersalt",?,?,?,?,0,0,0,1,1,"alive"
"Oldtown",?,?,?,?,0,0,0,0,0,"alive"
"Olene Tyrell",?,Tyrell,?,?,0,0,1,1,0,"alive"
"Olenna Redwyne",?,Redwyne,728,"Lady",1,1,1,1,1,"alive"
"Ollidor",?,?,?,"Septon",0,0,0,1,1,"alive"
"Ollo Lophand","tyroshi",?,?,?,0,0,1,1,1,"dead"
"Olymer Tyrell",?,Tyrell,?,"Ser",0,0,1,1,0,"alive"
"Olyvar Frey",?,Frey,781,?,1,1,1,1,1,"alive"
"Olyvar Oakheart",?,Oakheart,?,"Ser",0,0,0,1,0,"dead"
"Omer Blackberry",?,Blackberry,?,?,0,0,1,1,1,"alive"
"Omer Florent",?,?,?,"Maester",0,1,1,1,0,"alive"
"Ondrew Locke","northmen",Locke,?,"Lord",0,1,1,1,1,"alive"
"Orbelo","braavosi",?,?,?,0,0,0,1,0,"alive"
"Orbert Caswell",?,Caswell,?,"Lord Commander",0,0,0,1,0,"dead"
"Ordello",?,?,?,?,0,0,0,0,1,"dead"
"Orell","freefolk",?,?,?,0,1,1,1,1,"dead"
"Orivel",?,?,?,"Ser",0,0,0,1,0,"alive"
"Orland of Oldtown",?,Baratheon,?,?,0,0,1,1,1,"alive"
"Ormond",?,?,?,"Ser",0,0,1,0,1,"dead"
"Ormond Osgrey",?,Osgrey,?,"Lord",0,0,0,0,0,"alive"
"Ormund Wylde",?,Wylde,?,"Ser",0,0,0,0,1,"alive"
"Oro Tendyris","braavosi",?,?,?,0,1,1,1,0,"alive"
"Orphan Oss",?,?,?,?,0,0,1,1,1,"dead"
"Orton Merryweather",?,Merryweather,?,"Hand of the King",0,0,1,1,1,"alive"
"Orwyle",?,?,?,"Grand Maester",0,0,0,0,0,"alive"
"Orys Baratheon",?,Baratheon,?,"Hand of the King",1,0,0,0,0,"dead"
"Osbert Serry",?,Serry,?,"Lord",0,0,0,1,1,"alive"
"Osfryd Kettleblack",?,Kettleblack,?,"King",0,1,1,1,1,"alive"
"Osha","freefolk",Stark,?,?,1,1,1,1,1,"alive"
"Osmund Frey",?,Frey,797,?,0,1,1,1,0,"alive"
"Osmund Kettleblack",?,Kettleblack,?,"Ser",0,1,1,1,1,"alive"
"Osmynd",?,?,?,"Septon",0,1,0,0,0,"alive"
"Osney Kettleblack",?,Kettleblack,?,"Ser",0,1,1,1,1,"alive"
"Ossifer Plumm",?,Plumm,?,"Lord",0,0,1,1,1,"alive"
"Ossy",?,Royce,?,?,0,0,0,1,0,"alive"
"Oswell Kettleblack",?,Kettleblack,?,?,0,0,1,1,1,"alive"
"Oswell Whent",?,Whent,?,"Ser",1,0,1,0,1,"dead"
"Oswyn",?,?,?,?,0,0,1,0,0,"alive"
"Othell Yarwyck",?,?,?,?,1,1,1,1,1,"alive"
"Otho Bracken",?,Bracken,?,"Ser",0,0,0,0,0,"alive"
"Othor",?,?,?,?,1,0,0,0,0,"dead"
"Otter Gimpknee",?,?,?,?,0,1,1,0,0,"alive"
"Otto Hightower",?,Hightower,?,"Hand of the King",0,0,1,0,0,"dead"
"Ottomore",?,?,?,?,0,0,0,1,0,"alive"
"Ottyn Wythers",?,Wythers,730,"Ser",0,1,1,0,0,"dead"
"Owen",?,?,?,?,0,0,1,1,1,"alive"
"Owen (brother of Meribald)",?,?,?,?,0,0,0,1,0,"dead"
"Owen Inchfield",?,Inchfield,?,"Ser",0,0,0,1,0,"alive"
"Owen Norrey","mountainclans",Norrey,?,?,0,0,1,1,0,"dead"
"Oznak zo Pahl",?,?,?,?,0,0,1,0,1,"dead"
"Palla","northmen",Stark,?,?,0,1,0,1,0,"alive"
"Parmen Crane",?,Crane,?,"Ser",0,1,1,0,0,"alive"
"Patchface",?,Baratheon,?,?,0,1,1,1,1,"alive"
"Pate",?,?,?,?,0,0,0,0,0,"alive"
"Pate (King's Landing)",?,Baratheon,791,?,0,0,0,1,1,"alive"
"Pate (Lancewood)",?,?,?,?,0,0,1,0,0,"dead"
"Pate (Mory)",?,?,?,?,0,0,1,0,0,"dead"
"Pate (Night's Watch)",?,?,?,?,1,0,0,0,0,"alive"
"Pate (Old)",?,?,?,?,0,0,1,0,0,"dead"
"Pate (Pinchbottom)",?,?,?,?,0,0,0,0,0,"dead"
"Pate (Shermer's Grove)",?,?,?,?,0,0,1,0,0,"dead"
"Pate (Standfast)",?,Osgrey,661,?,0,0,0,0,0,"alive"
"Pate of the Blue Fork",?,Frey,?,"Ser",0,1,1,1,0,"dead"
"Patrek Mallister",?,Mallister,?,?,1,1,1,1,1,"alive"
"Patrek Vance",?,Vance,764,?,0,1,1,1,0,"alive"
"Paxter Redwyne",?,Redwyne,?,"Master",1,1,1,1,1,"alive"
"Pearse Caron",?,Caron,?,"Lord",0,0,0,0,0,"alive"
"Pebbleton",?,?,?,?,0,0,0,0,0,"alive"
"Penny",?,?,781,?,0,0,1,0,1,"alive"
"Penny Jenny",?,?,?,?,0,0,0,0,0,"dead"
"Pentos",?,?,?,?,0,0,0,0,0,"alive"
"Perra Frey",?,Frey,794,?,0,1,1,1,0,"alive"
"Perriane Frey",?,Haigh,741,?,0,1,1,1,1,"alive"
"Perros Blackmont","dornish",Blackmont,?,?,0,0,1,1,0,"alive"
"Perwyn Frey",?,Frey,770,"Ser",1,1,1,1,1,"alive"
"Perwyn Osgrey",?,Osgrey,?,"Lord",0,0,0,0,0,"alive"
"Peter Plumm",?,Plumm,?,"Ser",0,0,1,1,0,"alive"
"Petyr Baelish","westeros",Baelish,768,"Master",1,1,1,1,1,"alive"
"Petyr Frey",?,Frey,781,?,0,1,1,1,0,"dead"
"Philip Foote",?,Foote,?,"Lord",0,1,1,0,1,"alive"
"Philip Plumm",?,Plumm,?,"Lord",0,0,1,1,1,"alive"
"Pia",?,Whent,?,?,0,1,1,1,0,"alive"
"Plummer",?,Ashford,?,"Steward",0,0,0,0,0,"alive"
"Podrick Payne",?,Payne,786,?,1,1,1,1,1,"alive"
"Poetess",?,?,?,?,0,0,0,1,0,"alive"
"Pollitor",?,?,?,"Wisdom",0,1,0,0,0,"alive"
"Polliver",?,Clegane,?,"Castellan",0,1,1,1,0,"dead"
"Pono","dothraki",?,?,"Khal",1,1,1,1,1,"alive"
"Porridge",?,Baratheon,?,?,0,0,1,0,0,"alive"
"Porther","northmen",Stark,?,?,1,1,0,0,0,"alive"
"Portifer Woodwright",?,?,?,"Ser",0,0,0,1,0,"alive"
"Poul Pemford",?,Tully,?,?,0,1,0,0,0,"dead"
"Poxy Tym","northmen",Stark,?,?,0,1,0,0,0,"dead"
"Praed",?,?,?,?,0,1,0,0,0,"dead"
"Prendahl na Ghezn","ghiscari",?,?,?,0,0,1,0,0,"dead"
"Preston Greenfield",?,Greenfield,?,"Ser",1,1,1,1,0,"dead"
"Puckens",?,Lannister,?,?,0,0,0,1,0,"alive"
"Pudding",?,?,?,?,0,0,0,0,0,"alive"
"Puddingfoot",?,?,?,?,0,0,1,0,0,"alive"
"Pyat Pree",?,?,?,?,0,1,1,1,1,"alive"
"Pycelle",?,?,716,"Grand Maester",1,1,1,1,1,"dead"
"Pyg",?,?,?,?,0,0,1,1,0,"dead"
"Pylos",?,?,773,"Maester",0,1,1,1,1,"alive"
"Pypar",?,?,?,?,1,1,1,1,1,"alive"
"Qalen",?,Greyjoy,?,"Maester",0,1,0,1,0,"dead"
"Qarl Correy",?,Velaryon,?,"Ser",0,0,0,0,0,"alive"
"Qarl Kenning","ironborn",Kenning,?,?,0,0,0,0,1,"alive"
"Qarl Quickaxe","ironmen",?,?,?,0,0,0,0,1,"alive"
"Qarl Shepherd","ironborn",Shepherd,?,?,0,0,0,0,1,"alive"
"Qarl the Maid","ironborn",?,?,?,0,1,1,1,1,"alive"
"Qarl the Thrall","ironborn",?,?,?,0,0,0,1,1,"alive"
"Qarlton Chelsted",?,Chelsted,?,"Hand of the King",0,0,1,1,0,"dead"
"Qarro Volentin","braavosi",?,?,"Sword",0,0,0,1,0,"alive"
"Qezza","ghiscari",?,?,"Cupbearer",0,0,0,0,1,"alive"
"Qhorin Halfhand",?,?,?,?,1,1,1,1,1,"dead"
"Qos",?,?,?,"Captain",1,0,0,0,0,"alive"
"Qotho","dothraki",?,?,"Khal",1,0,0,0,0,"dead"
"Quaithe",?,?,?,?,0,1,1,1,1,"alive"
